Location,Plot Number,Size,Floor,Accommodation,Possession,Price,Facing,Park Facing,Corner,,,,,,,,,,,
Sushant Lok 1,C2095A,300 square feet,1st Floor,4 BHK,15M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2095A,300 square feet,2nd Floor,4 BHK,15M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2095A,300 square feet,3rd Floor,4 BHK,15M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2095A,300 square feet,4th Floor,4 BHK,15M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2470,300 square feet,1st Floor,4 BHK,17M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2470,300 square feet,2nd Floor,4 BHK,17M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2470,300 square feet,3rd Floor,4 BHK,17M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2470,300 square feet,4th Floor,4 BHK,17M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2473,300 square feet,1st Floor,4 BHK,5M,3.25 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2473,300 square feet,2nd Floor,4 BHK,5M,3 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2473,300 square feet,3rd Floor,4 BHK,5M,3 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2492,500 square feet,1st Floor,4 BHK,6M,7 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2492,500 square feet,2nd Floor,4 BHK,6M,5.25 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2492,500 square feet,3rd Floor,4 BHK,6M,5.25 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2492,500 square feet,4th Floor,4 BHK,6M,5.5 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2631,418 square feet,1st Floor,4 BHK,4M,4.8 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2631,418 square feet,2nd Floor,4 BHK,4M,4.6 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2631,418 square feet,3rd Floor,4 BHK,4M,4.6 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2631,418 square feet,4th Floor,4 BHK,4M,5.2 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C34,418 square feet,1st Floor,4 BHK,10M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C34,418 square feet,2nd Floor,4 BHK,10M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C34,418 square feet,3rd Floor,4 BHK,10M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C34,418 square feet,4th Floor,4 BHK,10M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364B,300 square feet,1st Floor,4 BHK,3M,4 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364B,300 square feet,2nd Floor,4 BHK,3M,3.75 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364B,300 square feet,3rd Floor,4 BHK,3M,3.75 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364B,300 square feet,4th Floor,4 BHK,3M,4.25 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364C,300 square feet,1st Floor,4 BHK,1M,3.6 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364C,300 square feet,2nd Floor,4 BHK,1M,3.3 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364C,300 square feet,3rd Floor,4 BHK,1M,3.3 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C364C,300 square feet,4th Floor,4 BHK,1M,3.7 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C385,300 square feet,1st Floor,4 BHK,4M,Price on Request crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C385,300 square feet,2nd Floor,4 BHK,4M,Price on Request crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C385,300 square feet,3rd Floor,4 BHK,4M,Price on Request crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C385,300 square feet,4th Floor,4 BHK,4M,Price on Request crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C40,418 square feet,1st Floor,4 BHK,6M,5.25 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C40,418 square feet,2nd Floor,4 BHK,6M,5 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C40,418 square feet,3rd Floor,4 BHK,6M,5 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C40,418 square feet,4th Floor,4 BHK,6M,5.75 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C442,300 square feet,1st Floor,4 BHK,4M,3.4 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C442,300 square feet,2nd Floor,4 BHK,4M,3.25 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C528,500 square feet,1st Floor,4 BHK,3M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C528,500 square feet,2nd Floor,4 BHK,3M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C528,500 square feet,3rd Floor,4 BHK,3M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C528,500 square feet,4th Floor,4 BHK,3M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C529,500 square feet,1st Floor,4 BHK,5M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C529,500 square feet,2nd Floor,4 BHK,5M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C529,500 square feet,3rd Floor,4 BHK,5M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C529,500 square feet,4th Floor,4 BHK,5M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C580,215 square feet,1st Floor,3 BHK,4M,2.25 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C580,215 square feet,2nd Floor,3 BHK,4M,2.15 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C580,215 square feet,3rd Floor,3 BHK,4M,2.15 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C580,215 square feet,4th Floor,3 BHK,4M,2.45 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C582,215 square feet,1st Floor,3 BHK,11M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C582,215 square feet,2nd Floor,3 BHK,11M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C582,215 square feet,3rd Floor,3 BHK,11M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C582,215 square feet,4th Floor,3 BHK,11M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C586,215 square feet,1st Floor,3 BHK,6M,2.4 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C587,215 square feet,1st Floor,3 BHK,6M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C587,215 square feet,2nd Floor,3 BHK,6M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C587,215 square feet,3rd Floor,3 BHK,6M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C587,215 square feet,4th Floor,3 BHK,6M,Price on Request crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C639,215 square feet,1st Floor,3 BHK,15M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C639,215 square feet,2nd Floor,3 BHK,15M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C639,215 square feet,3rd Floor,3 BHK,15M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C639,215 square feet,4th Floor,3 BHK,15M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C656,215 square feet,1st Floor,3 BHK,4M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C656,215 square feet,2nd Floor,3 BHK,4M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C656,215 square feet,3rd Floor,3 BHK,4M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C656,215 square feet,4th Floor,3 BHK,4M,Price on Request crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C66,418 square feet,1st Floor,4 BHK,4M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C66,418 square feet,2nd Floor,4 BHK,4M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C66,418 square feet,3rd Floor,4 BHK,4M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C66,418 square feet,4th Floor,4 BHK,4M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C666,215 square feet,1st Floor,3 BHK,4M,2.6 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C666,215 square feet,2nd Floor,3 BHK,4M,2.5 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C666,215 square feet,3rd Floor,3 BHK,4M,2.5 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C666,215 square feet,4th Floor,3 BHK,4M,2.7 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C775,215 square feet,1st Floor,3 BHK,7M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C775,215 square feet,2nd Floor,3 BHK,7M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C775,215 square feet,3rd Floor,3 BHK,7M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C775,215 square feet,4th Floor,3 BHK,7M,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C893,215 square feet,1st Floor,3 BHK,3M,2.85 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C893,215 square feet,2nd Floor,3 BHK,3M,2.75 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C893,215 square feet,3rd Floor,3 BHK,3M,2.75 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C893,215 square feet,4th Floor,3 BHK,3M,3 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C893D,380 square feet,1st Floor,4 BHK,6M,4.5 crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C893D,380 square feet,2nd Floor,4 BHK,6M,4.25 crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C893D,380 square feet,3rd Floor,4 BHK,6M,4.25 crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C893D,380 square feet,4th Floor,4 BHK,6M,4.8 crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C901B,418 square feet,1st Floor,4 BHK,3M,Price on Request crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C901B,418 square feet,2nd Floor,4 BHK,3M,Price on Request crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C901B,418 square feet,3rd Floor,4 BHK,3M,Price on Request crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C901B,418 square feet,4th Floor,4 BHK,3M,Price on Request crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C929,215 square feet,1st Floor,3 BHK,6M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C929,215 square feet,2nd Floor,3 BHK,6M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C929,215 square feet,3rd Floor,3 BHK,6M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,C929,215 square feet,4th Floor,3 BHK,6M,Price on Request crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,D234,418 square feet,1st Floor,4 BHK,6M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,D234,418 square feet,2nd Floor,4 BHK,6M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,D234,418 square feet,3rd Floor,4 BHK,6M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,D234,418 square feet,4th Floor,4 BHK,6M,Price on Request crores,NORTH,NO,NO,,,,,,,,,,,
Sector 27,521,500 square feet,2nd Floor,4 BHK,1M,4.5 crores,NORTH,NO,YES,,,,,,,,,,,
Sector 27,521,500 square feet,3rd Floor,4 BHK,1M,4.5 crores,NORTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C28A,215 square feet,1st Floor,3 BHK,READY,2.6 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C28A,215 square feet,2nd Floor,3 BHK,READY,2.45 crores,EAST,NO,NO,,,,,,,,,,,
SUSHANT LOK 1,C1061,300 square feet,2nd Floor,4 BHK,READY,3.1 crores,NORTHEAST,YES,NO,,,,,,,,,,,
Sushant Lok 1,C128,418 square feet,3rd Floor,4 BHK,READY,4.1 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C599,215 square feet,1st Floor,3 BHK,READY,1.95 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1647,215 square feet,1st Floor,3 BHK,READY,3.15 crores,EAST,NO,NO,,,,,,,,,,,
SUSHANT LOK 1,C1763,215 square feet,4th Floor,3 BHK,READY,2 crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1849,215 square feet,4th Floor,3 BHK,READY,2.1 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1999,300 square feet,1st Floor,4 BHK,READY,3.25 crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1999,300 square feet,2nd Floor,4 BHK,READY,3.15 crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1999,300 square feet,3rd Floor,4 BHK,READY,3.15 crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1999,300 square feet,4th Floor,4 BHK,READY,3.4 crores,NORTHEAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C848,215 square feet,4th Floor,3 BHK,READY,2.5 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A207A,500 square feet,2nd Floor,4 BHK,READY,5.25 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A212A,418 square feet,1st Floor,4 BHK,READY,4.75 crores,NORTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,A212A,418 square feet,2nd Floor,4 BHK,READY,4.5 crores,NORTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,A212A,418 square feet,3rd Floor,4 BHK,READY,4.5 crores,NORTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,A212A,418 square feet,4th Floor,4 BHK,READY,5 crores,NORTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C87,418 square feet,3rd Floor,4 BHK,READY,4.45 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,A881C,418 square feet,1st Floor,4 BHK,READY,4.25 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,A881C,418 square feet,2nd Floor,4 BHK,READY,4 crores,NORTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,A328A,360 square feet,1st Floor,4 BHK,READY,3.75 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A328A,360 square feet,2nd Floor,4 BHK,READY,3.5 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A328A,360 square feet,4th Floor,4 BHK,READY,4 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B168A,300 square feet,1st Floor,4 BHK,READY,3.65 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B168A,300 square feet,2nd Floor,4 BHK,READY,3.5 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B168A,300 square feet,3rd Floor,4 BHK,READY,3.5 crores,EAST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B311,300 square feet,2nd Floor,4 BHK,READY,4.35 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B311,300 square feet,3rd Floor,4 BHK,READY,4.35 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B359A,300 square feet,4th Floor,4 BHK,READY,3.9 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C315,215 square feet,1st Floor,3 BHK,READY,2.55 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C315,215 square feet,2nd Floor,3 BHK,READY,2.45 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C2601,418 square feet,1st Floor,4 BHK,READY,4.25 crores,NORTH,YES,NO,,,,,,,,,,,
Sushant Lok 1,C770,215 square feet,4th Floor,3 BHK,READY,2 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C97,418 square feet,2nd Floor,4 BHK,READY,3.95 crores,WEST,YES,YES,,,,,,,,,,,
Sushant Lok 1,C97,418 square feet,3rd Floor,4 BHK,READY,3.95 crores,WEST,YES,YES,,,,,,,,,,,
Sushant Lok 1,B283,215 square feet,1st Floor,3 BHK,READY,2.35 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B283,215 square feet,2nd Floor,3 BHK,READY,2.25 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A902,418 square feet,2nd Floor,4 BHK,READY,5.25 crores,EAST,NO,NO,,,,,,,,,,,
DLF City Phase 1,A29/15,502 square feet,1st Floor,4 BHK,READY,6 crores,SOUTHWEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,C1025,300 square feet,1st Floor,4 BHK,READY,4.5 crores,SOUTH,NO,YES,,,,,,,,,,,
Sushant Lok 1,C1025,300 square feet,2nd Floor,4 BHK,READY,4.25 crores,SOUTH,NO,YES,,,,,,,,,,,
DLF City Phase 4,7514,270 square feet,2nd Floor,4 BHK,READY,3.25 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,7514,270 square feet,3rd Floor,4 BHK,READY,3.25 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1511,360 square feet,2nd Floor,4 BHK,READY,3.65 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1511,360 square feet,3rd Floor,4 BHK,READY,3.65 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1511,360 square feet,4th Floor,4 BHK,READY,4.2 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,3706,360 square feet,1st Floor,4 BHK,READY,3.7 crores,EAST,YES,NO,,,,,,,,,,,
DLF City Phase 4,6511,360 square feet,1st Floor,4 BHK,READY,4.7 crores,SOUTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,5825,270 square feet,1st Floor,4 BHK,READY,3 crores,NORTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1707,360 square feet,2nd Floor,4 BHK,READY,4.25 crores,EAST,NO,NO,,,,,,,,,,,
DLF City Phase 4,1209,360 square feet,1st Floor,4 BHK,READY,4.85 crores,SOUTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1209,360 square feet,2nd Floor,4 BHK,READY,3.9 crores,SOUTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,1209,360 square feet,3rd Floor,4 BHK,READY,3.9 crores,SOUTH,NO,NO,,,,,,,,,,,
DLF City Phase 4,5115,360 square feet,3rd Floor,4 BHK,READY,4.25 crores,WEST,NO,NO,,,,,,,,,,,
DLF City Phase 4,7320,270 square feet,1st Floor,3 BHK,READY,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
DLF City Phase 4,7320,270 square feet,2nd Floor,3 BHK,READY,2.9 crores,WEST,NO,NO,,,,,,,,,,,
DLF City Phase 4,7320,270 square feet,3rd Floor,3 BHK,READY,2.9 crores,WEST,NO,NO,,,,,,,,,,,
DLF City Phase 4,7320,270 square feet,4th Floor,3 BHK,READY,Price on Request crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,A606A,300 square feet,1st Floor,4 BHK,READY,3.25 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,B359,300 square feet,1st Floor,4 BHK,READY,3.6 crores,SOUTH,NO,NO,,,,,,,,,,,
Sushant Lok 1,B145,418 square feet,1st Floor,4 BHK,READY,4.75 crores,WEST,NO,NO,,,,,,,,,,,
Sushant Lok 1,B145,418 square feet,2nd Floor,4 BHK,READY,4.5 crores,WEST,NO,NO,,,,,,,,,,,
DLF City Phase 3,SIRIS ROAD/47,500 square feet,2nd Floor,4 BHK,READY,5.2 crores,South East,NO,NO,,,,,,,,,,,
DLF City Phase 3,SIRIS ROAD/47,500 square feet,3rd Floor,4 BHK,READY,5.2 crores,South East,NO,NO,,,,,,,,,,,
Sushant Lok 1,B449,300 square feet,3rd Floor,4 BHK,READY,3.5 crores,South,NO,NO,,,,,,,,,,,
